feature_p1,feature_p2,feature_p3,feature_s1,feature_s2,feature_s3,vibration,vertical_acceleration_mps2,acoustic_db,timestamp,lift_identifier,failure_type
1334,43.2,133.0,301.4,310.4,5256.395001,2.946972096292095,0.037353815582520974,62.59841759210193,2025-09-27 09:31:58.782208,WP PMA 80467,No failure
1906,21.2,110.0,302.4,310.1,5280.492889,27.30105111905368,0.7259684380530005,99.21154813216347,2025-09-27 09:39:36.782208,WP PMA 80467,door close delay
1458,41.4,153.0,301.7,310.5,5431.395204,3.2819086479155253,0.1847874083894833,60.95158711340838,2025-09-27 09:41:11.782208,WP PMA 80466,No failure
1309,43.3,68.0,301.8,310.7,5430.068721,22.956864858730775,1.8043351812228186,97.79950059938305,2025-09-27 09:52:05.782208,WP PMA 80467,door open delay
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-09-27 09:55:53.782208,WP PMA 80466,signal delay
1436,45.1,32.0,303.5,312.0,5477.036049,2.852879610654219,0.02521986906190509,61.29188653111173,2025-09-27 10:08:18.782208,WP PMA 80466,No failure
1665,29.6,20.0,298.1,308.5,5469.637849,37.238730558246914,1.0025553265776534,99.00835330996256,2025-09-27 10:08:23.782208,WP PMA 80271,Random failure
1686,28.9,59.0,301.7,310.2,5281.800976,41.80940364666146,1.806523433807369,93.02853967611605,2025-09-27 10:17:25.782208,WP PMA 80467,door open delay
1422,45.6,140.0,298.0,307.7,5372.010436,4.323959909709168,0.028092569113874942,58.09397414620134,2025-09-27 10:29:29.782208,WP PMA 80466,No failure
1701,27.2,4.0,302.0,309.8,5281.074241,2.937235538508733,0.06706479988137196,55.18824917164631,2025-09-27 11:06:46.782208,WP PMA 80467,No failure
1486,37.1,186.0,300.7,310.8,5263.647601,3.261863642263691,0.051936208357340766,60.33726562888448,2025-09-27 11:10:53.782208,WP PMA 80467,No failure
1323,49.7,79.0,301.5,310.7,5509.795984,2.2713122887157544,0.0807051667967464,58.52358349035974,2025-09-27 11:14:29.782208,WP PMA 80467,No failure
1456,39.4,209.0,299.8,309.1,5327.5401,0.21160442117530895,0.19199804418879376,59.09378157472269,2025-09-27 11:16:39.782208,WP PMA 80271,No failure
1375,42.7,58.0,298.9,309.3,5474.816064,36.69009158864943,0.8981628206628844,98.64108579120862,2025-09-27 11:32:42.782208,WP PMA 80271,door close delay
1563,32.8,51.0,298.1,309.9,5446.44,23.249154431791236,1.3895731218270553,92.09673056674498,2025-09-27 11:40:46.782208,WP PMA 80467,door close delay
1423,40.2,63.0,300.9,312.1,5491.254609,26.487242862943063,0.6574029788516131,82.48730646898161,2025-09-27 11:49:45.782208,WP PMA 80271,door open delay
1450,43.4,66.0,298.8,308.7,5470.821225,2.5039149989901373,0.07338800406888309,64.31332140818664,2025-09-27 11:52:48.782208,WP PMA 80271,No failure
1473,42.3,121.0,300.5,309.8,5325.350625,4.093461001113966,0.04483952193933841,55.29848924852679,2025-09-27 11:57:59.782208,WP PMA 80467,No failure
1574,38.7,30.0,302.5,312.2,5268.001561,45.14604826414569,0.6896049610735586,92.43308617994987,2025-09-27 12:11:25.782208,WP PMA 80271,signal delay
1623,33.4,74.0,297.5,309.3,5450.130625,35.32667695115313,1.498253405644066,95.89964159155058,2025-09-27 12:14:37.782208,WP PMA 80466,door close delay
1595,35.4,15.0,300.4,311.0,5245.960041,40.671410585650555,1.7663676320787438,91.29257725331573,2025-09-27 12:14:50.782208,WP PMA 80467,door open delay
2157,17.8,17.0,302.0,310.7,5282.963856,26.262641810156918,1.6362138319307393,90.81689443895104,2025-09-27 12:19:35.782208,WP PMA 80466,signal delay
1579,33.4,50.0,296.7,307.9,5438.177536,29.652550279830812,1.5245415270414138,90.68371500473029,2025-09-27 12:22:22.782208,WP PMA 80467,signal delay
1381,50.7,206.0,301.5,310.6,5425.942921,2.774176051593374,0.052658776795256344,56.085613349820626,2025-09-27 12:42:57.782208,WP PMA 80271,No failure
1433,42.2,134.0,302.4,311.8,5503.265856,1.8105297433465004,0.05198853657977434,56.725685355769144,2025-09-27 13:08:24.782208,WP PMA 80271,No failure
1434,42.5,175.0,304.2,313.4,5487.994561,29.469631294351835,1.4768985738303422,80.94332617051371,2025-09-27 13:24:22.782208,WP PMA 80466,door open delay
1571,38.6,5.0,299.0,308.4,5388.147216,4.858364090938383,0.1899020565813388,57.50828019262869,2025-09-27 13:32:43.782208,WP PMA 80466,No failure
1410,55.4,188.0,297.9,309.9,5448.211344,1.8995720089740455,0.026420315179071598,62.631592218836815,2025-09-27 13:41:20.782208,WP PMA 80271,No failure
1403,40.6,207.0,300.9,310.7,5261.616369,1.9749961064524586,0.1273860547372336,58.59023087890541,2025-09-27 13:44:01.782208,WP PMA 80467,No failure
1665,29.6,20.0,298.1,308.5,5469.637849,37.238730558246914,1.0025553265776534,99.00835330996256,2025-09-27 13:51:36.782208,WP PMA 80466,Random failure
1289,62.0,199.0,296.8,308.1,5331.628324,0.7004961478554124,0.11846276796348341,63.16174188056149,2025-09-27 14:07:42.782208,WP PMA 80466,No failure
1364,49.3,167.0,303.8,312.7,5274.826384,2.30838011424367,0.07744473301314343,63.255562506460805,2025-09-27 14:12:19.782208,WP PMA 80467,No failure
1530,32.0,169.0,300.4,311.2,5246.249761,1.158569550036047,0.012797980899518098,64.13958326229653,2025-09-27 14:24:30.782208,WP PMA 80467,No failure
1629,32.1,55.0,300.0,311.3,5246.829225,27.554756501884274,1.2394743242853634,86.1081681006253,2025-09-27 14:32:54.782208,WP PMA 80466,door close delay
1565,39.3,94.0,298.7,309.7,5252.045841,1.7078770381304402,0.10067593272600119,61.82529592758431,2025-09-27 14:38:51.782208,WP PMA 80467,No failure
1648,30.7,90.0,301.4,310.6,5424.175201,3.3918252985112445,0.035321452336459065,61.747692156956035,2025-09-27 14:48:32.782208,WP PMA 80271,No failure
1537,37.6,175.0,298.6,309.3,5284.853809,47.63082184931335,1.103793640179266,89.40004843997045,2025-09-27 14:51:50.782208,WP PMA 80466,signal delay
1506,36.0,150.0,297.3,308.1,5276.714881,2.048812150587301,0.18521191115347319,60.63484249191081,2025-09-27 14:53:12.782208,WP PMA 80467,No failure
1436,48.2,175.0,300.2,311.8,5498.2225,1.2189706369610516,0.11364016324225745,62.42717174929263,2025-09-27 14:59:20.782208,WP PMA 80466,No failure
1372,49.0,140.0,296.8,307.9,5342.001921,2.867729547674437,0.060508107068745494,61.733608964327004,2025-09-27 15:04:42.782208,WP PMA 80271,No failure
1448,54.3,83.0,297.5,308.5,5262.631936,2.9305916786419752,0.02345499355258181,56.743875991880365,2025-09-27 15:24:08.782208,WP PMA 80466,No failure
1694,28.0,5.0,298.2,309.0,5472.004729,4.4251923354682114,0.030538808172115482,57.07380497126283,2025-09-27 15:31:31.782208,WP PMA 80466,No failure
1521,36.7,130.0,301.7,311.2,5512.468516,3.9556328279845885,0.042167130374592826,62.50677556316184,2025-09-27 15:41:25.782208,WP PMA 80466,No failure
1753,29.0,42.0,303.7,313.0,5271.776449,1.7109027725708785,0.09498372538085206,57.50902650226562,2025-09-27 15:53:45.782208,WP PMA 80271,No failure
1534,33.2,75.0,298.3,308.2,5462.096836,38.38206123061534,1.8642989668196104,93.6352359612934,2025-09-27 15:54:38.782208,WP PMA 80271,door close delay
1503,44.8,134.0,301.7,311.0,5255.380036,2.5409372968057085,0.014925086020235734,62.82528219820745,2025-09-27 15:59:41.782208,WP PMA 80271,No failure
1485,40.5,188.0,300.2,310.1,5503.117489,44.27777270700361,1.00731822680138,85.07467411154907,2025-09-27 16:18:33.782208,WP PMA 80466,door close delay
1465,43.7,139.0,300.8,312.4,5242.628836,1.2900053428734999,0.04225506722212078,60.13304747906168,2025-09-27 16:19:14.782208,WP PMA 80271,No failure
1473,39.9,184.0,298.4,308.3,5468.6025,26.055495263783655,1.7852296960269574,95.2760721632894,2025-09-27 16:20:33.782208,WP PMA 80466,door close delay
1343,61.4,14.0,303.9,313.1,5491.699236,1.7737220220829846,0.10919557411820094,64.33922759071339,2025-09-27 16:26:02.782208,WP PMA 80467,No failure
1702,27.6,143.0,298.6,309.3,5289.6529,1.8141754117361026,0.04068605699660508,58.56203270903038,2025-09-27 16:32:03.782208,WP PMA 80467,No failure
1504,39.1,2.0,301.3,311.1,5265.388969,1.8092495201434,0.06339874131223952,56.58857692899241,2025-09-27 16:47:25.782208,WP PMA 80466,No failure
1473,38.5,189.0,295.3,305.7,5337.179136,4.10832962539456,0.04543298233983238,58.270791566515484,2025-09-27 17:01:07.782208,WP PMA 80467,No failure
1584,40.4,227.0,296.8,308.0,5439.505009,0.37062634871502464,0.13289075468254716,56.30570106313987,2025-09-27 17:01:38.782208,WP PMA 80466,No failure
1583,31.9,,297.1,308.4,5264.228025,2.171746289194951,0.08868774081339831,62.53054532319549,2025-09-27 17:03:27.782208,WP PMA 80271,No failure
1348,54.8,50.0,300.7,310.2,5513.805025,0.7707258144838992,0.18930179765051694,60.705199946802686,2025-09-27 17:07:22.782208,WP PMA 80466,No failure
1428,46.3,175.0,299.0,310.3,5412.692041,4.538284021187728,0.15155164998054108,64.9511803263767,2025-09-27 17:14:34.782208,WP PMA 80466,No failure
1476,39.0,92.0,300.0,311.4,5493.626161,4.865493396159737,0.14988269097868084,56.40157358817217,2025-09-27 17:29:14.782208,WP PMA 80467,No failure
1776,28.0,43.0,297.2,308.3,5346.241924,2.6703203996687312,0.12057112109543597,62.34821188713907,2025-09-27 17:40:42.782208,WP PMA 80467,No failure
1604,34.9,11.0,298.4,308.2,5372.89,3.9465664682783967,0.10376373106188068,56.16341856825193,2025-09-27 17:51:27.782208,WP PMA 80466,No failure
1312,52.2,40.0,302.8,310.9,5279.039649,0.6276743417499757,0.01925755275987246,60.02447299128556,2025-09-27 17:53:51.782208,WP PMA 80271,No failure
1682,30.7,78.0,300.6,309.6,5405.631529,3.0359078880164807,0.12185978353236133,56.956107470681815,2025-09-27 18:09:43.782208,WP PMA 80466,No failure
1451,53.6,194.0,302.5,310.4,5466.679969,36.78689161924535,0.6298700216043418,95.66295953662588,2025-09-27 18:12:07.782208,WP PMA 80466,Random failure
1510,40.8,177.0,298.6,309.3,5284.853809,0.8035275225986819,0.134369996653935,60.90117967705499,2025-09-27 18:25:35.782208,WP PMA 80466,No failure
1466,49.0,66.0,302.2,311.7,5508.459961,46.56475728244531,1.788039593172544,96.4904334654153,2025-09-27 18:37:26.782208,WP PMA 80271,signal delay
1512,37.5,27.0,298.6,310.0,5483.994916,4.108362647777335,0.054772902253271354,58.35075248544218,2025-09-27 18:44:29.782208,WP PMA 80466,No failure
1521,39.4,61.0,300.7,310.9,5520.044209,4.036134289673821,0.029112537831480684,64.16193554926866,2025-09-27 18:46:44.782208,WP PMA 80271,No failure
1537,37.6,175.0,298.6,309.3,5284.853809,47.63082184931335,1.103793640179266,89.40004843997045,2025-09-27 18:54:20.782208,WP PMA 80466,signal delay
1387,57.6,50.0,298.6,309.6,5464.462084,31.02007056378983,1.924982620112702,85.77319677094144,2025-09-27 19:03:56.782208,WP PMA 80271,signal delay
1330,62.4,31.0,302.2,311.8,5510.983696,0.6214955964505554,0.03677834415924777,64.2288703395989,2025-09-27 19:35:21.782208,WP PMA 80466,No failure
1373,55.7,201.0,299.0,309.9,5466.236356,0.9762339803587882,0.033855625812055624,56.24763223445503,2025-09-27 19:45:21.782208,WP PMA 80466,No failure
1744,31.5,0.0,299.0,310.2,5296.346176,28.026300229149285,1.337665464463818,86.65910951714694,2025-09-27 19:49:50.782208,WP PMA 80271,Random failure
1457,35.1,193.0,300.4,310.1,5259.005361,1.4926918176415014,0.1233986596677873,57.52711952293033,2025-09-27 20:03:16.782208,WP PMA 80466,No failure
1393,45.7,99.0,298.7,309.7,5485.920489,22.951023860642238,1.950191784586998,84.35485044656178,2025-09-27 20:05:00.782208,WP PMA 80467,door close delay
1464,49.1,171.0,303.9,313.4,5271.195609,49.98468948636307,0.7407190196670943,80.1908078185052,2025-09-27 20:16:22.782208,WP PMA 80271,door open delay
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-09-27 20:19:01.782208,WP PMA 80467,signal delay
1906,21.2,110.0,302.4,310.1,5280.492889,27.30105111905368,0.7259684380530005,99.21154813216347,2025-09-27 20:29:43.782208,WP PMA 80271,door close delay
1509,39.4,0.0,299.2,308.4,5364.0976,1.4675906479115393,0.1284777368143748,59.86793544874481,2025-09-27 20:33:47.782208,WP PMA 80466,No failure
1416,58.7,156.0,303.8,312.8,5272.2121,33.788869839697,1.2694095011541886,98.03901176263835,2025-09-27 20:41:48.782208,WP PMA 80467,door open delay
1713,25.8,154.0,298.5,308.0,5364.390564,3.446037685716467,0.04446866777758463,59.973960616730366,2025-09-27 20:42:46.782208,WP PMA 80466,No failure
1402,51.2,186.0,297.1,308.2,5477.036049,3.727139173589194,0.15672801544304935,64.84138705375685,2025-09-27 20:44:16.782208,WP PMA 80271,No failure
1665,29.6,20.0,298.1,308.5,5469.637849,37.238730558246914,1.0025553265776534,99.00835330996256,2025-09-27 20:44:37.782208,WP PMA 80271,Random failure
1684,29.3,167.0,303.8,312.6,5478.9604,45.95904206895359,1.5958608150105298,83.515013763323,2025-09-27 21:05:47.782208,WP PMA 80466,door close delay
1366,49.7,74.0,299.2,308.5,5386.238881,45.32958564048296,1.215939721799948,82.21845222297605,2025-09-27 21:14:24.782208,WP PMA 80466,signal delay
1404,39.8,62.0,298.9,309.9,5297.073961,1.1550961227591787,0.0997821918845428,63.34371485850307,2025-09-27 21:19:15.782208,WP PMA 80466,No failure
1485,40.5,188.0,300.2,310.1,5503.117489,44.27777270700361,1.00731822680138,85.07467411154907,2025-09-27 21:36:01.782208,WP PMA 80467,door close delay
1371,54.6,112.0,303.6,312.2,5475.112036,0.30614984701135944,0.15618838354073308,63.870832922079586,2025-09-27 21:40:59.782208,WP PMA 80467,No failure
1581,47.4,51.0,298.1,308.7,5470.525369,49.33111180790905,0.5420956171257758,97.1445135404005,2025-09-27 21:43:17.782208,WP PMA 80466,door close delay
1512,44.9,86.0,301.0,310.4,5260.310784,39.36836299538538,1.6935308256837749,96.5270926355088,2025-09-27 21:45:49.782208,WP PMA 80466,door open delay
1388,48.2,203.0,297.5,308.6,5320.535364,3.1582612515533515,0.05216816509785274,59.052668377908056,2025-09-27 21:47:29.782208,WP PMA 80466,No failure
1413,43.5,83.0,302.2,311.5,5433.311521,46.06769449253791,1.9129662103062164,91.80974319114351,2025-09-27 21:49:22.782208,WP PMA 80271,door open delay
1393,47.7,28.0,299.6,309.2,5379.342336,3.4545545486398748,0.11317740584066373,60.37070205403495,2025-09-27 21:59:31.782208,WP PMA 80466,No failure
1441,48.2,,298.5,309.6,5414.163561,0.4033151701277393,0.02722964971127234,57.087835785343124,2025-09-27 22:14:27.782208,WP PMA 80271,No failure
1662,26.9,183.0,297.1,307.9,5277.150736,23.362238882353317,1.8939072927671246,84.03490101665102,2025-09-27 22:21:08.782208,WP PMA 80271,signal delay
1692,31.5,187.0,300.3,311.9,5245.090929,4.107017215883542,0.19243773475578374,55.82464204809073,2025-09-27 22:37:38.782208,WP PMA 80271,No failure
1613,32.7,170.0,300.9,311.3,5253.495361,1.3456991158698388,0.07841217576145956,64.13467824919577,2025-09-27 22:41:17.782208,WP PMA 80271,No failure
1602,32.7,19.0,301.0,311.2,5254.075225,0.8894450582858598,0.17109309662345082,58.0854589938593,2025-09-27 22:47:52.782208,WP PMA 80467,No failure
1436,54.1,90.0,301.4,310.7,5512.320025,48.21507638039077,1.0595772874397975,95.62059277481504,2025-09-27 22:53:01.782208,WP PMA 80467,signal delay
1563,39.3,56.0,297.7,309.1,5329.730025,3.6848616467621,0.03727016774675699,60.33980388636579,2025-09-27 22:53:53.782208,WP PMA 80466,No failure
1560,39.0,141.0,297.5,308.0,5287.034944,0.798825476540097,0.03939870294999695,60.27240362192596,2025-09-27 22:59:48.782208,WP PMA 80271,No failure
1608,30.3,81.0,302.1,310.7,5294.163121,3.1770261844691015,0.14331924693648354,63.00918555607562,2025-09-27 23:00:15.782208,WP PMA 80271,No failure
1488,41.9,196.0,297.8,308.5,5460.175449,45.36625728238058,0.586463643662795,88.59180885604579,2025-09-27 23:06:05.782208,WP PMA 80466,Random failure
1449,44.5,152.0,302.3,311.7,5434.343524,29.801293682800324,1.9537263165480647,89.17307701084255,2025-09-27 23:07:08.782208,WP PMA 80467,door close delay
1475,43.0,119.0,297.6,308.8,5270.76,2.2360336657244027,0.07031198499649856,64.34369283527941,2025-09-27 23:20:53.782208,WP PMA 80466,No failure
1385,49.2,105.0,301.2,310.6,5515.884361,2.4828184345419113,0.07452355723419506,58.65843445765159,2025-09-27 23:32:00.782208,WP PMA 80271,No failure
1526,38.2,47.0,302.3,311.5,5445.111681,20.770653830747378,1.30602776858319,86.60692999486108,2025-09-27 23:49:51.782208,WP PMA 80467,signal delay
1622,37.2,103.0,297.5,308.3,5457.958884,47.56231038168288,0.695912273194448,80.02490348311116,2025-09-28 00:27:49.782208,WP PMA 80467,Random failure
1619,33.4,186.0,300.1,311.1,5499.408964,3.367225326514721,0.1545159025686026,60.751764565951255,2025-09-28 00:33:47.782208,WP PMA 80467,No failure
1629,32.5,45.0,298.1,309.9,5446.587601,23.75340627019404,1.9241090702893169,87.54583502901593,2025-09-28 00:43:54.782208,WP PMA 80271,door close delay
1450,47.9,154.0,302.4,311.2,5292.999009,1.1909344121507492,0.03490345225225153,56.098636872683585,2025-09-28 00:44:49.782208,WP PMA 80467,No failure
1323,51.1,130.0,297.4,308.7,5479.700625,42.30312527421579,0.671909255936029,90.0225145439153,2025-09-28 01:02:45.782208,WP PMA 80467,signal delay
1432,42.2,87.0,299.0,310.2,5466.827844,4.565700210215384,0.09075847601123144,60.859350161619005,2025-09-28 01:11:54.782208,WP PMA 80466,No failure
1414,47.0,11.0,302.3,311.7,5266.259761,0.9866607867272051,0.070925963178112,55.325622727495784,2025-09-28 01:31:08.782208,WP PMA 80467,No failure
1429,39.9,19.0,298.9,310.5,5486.3649,2.6725317108514433,0.11180344744845226,58.58400134977981,2025-09-28 01:41:20.782208,WP PMA 80467,No failure
1454,41.9,33.0,301.0,311.9,5491.402816,1.66012747009579,0.023061481546220522,58.30507442471507,2025-09-28 01:46:49.782208,WP PMA 80466,No failure
1416,50.9,152.0,300.9,310.3,5260.020676,4.873109332566121,0.10465842166527596,61.17915842583958,2025-09-28 01:50:49.782208,WP PMA 80271,No failure
1706,28.8,111.0,299.9,311.4,5493.626161,41.441868880496905,0.5863150585353729,86.83961198318863,2025-09-28 02:04:22.782208,WP PMA 80466,door close delay
1514,37.9,9.0,298.0,308.2,5463.575056,46.10254144113112,0.6079530709041836,88.48324434748507,2025-09-28 02:15:55.782208,WP PMA 80466,signal delay
1401,45.3,67.0,298.7,310.1,5251.755961,2.9229224871611255,0.09715848731535191,61.64213382148727,2025-09-28 02:34:42.782208,WP PMA 80271,No failure
1575,35.3,47.0,299.0,309.0,5310.182641,1.7227760436283834,0.02321480871834637,55.064396098604085,2025-09-28 02:59:20.782208,WP PMA 80466,No failure
1420,45.8,192.0,302.0,311.2,5434.933284,4.83345967362788,0.09216968064441941,56.376342793746424,2025-09-28 03:10:00.782208,WP PMA 80466,No failure
1686,29.1,60.0,298.1,309.9,5446.144804,43.922000807869985,1.3483092713247107,80.57454392069313,2025-09-28 03:11:12.782208,WP PMA 80467,door close delay
1447,36.8,31.0,301.0,312.0,5491.402816,2.3777518231312795,0.11364697798325751,62.519407199803545,2025-09-28 03:24:25.782208,WP PMA 80466,No failure
1623,33.4,74.0,297.5,309.3,5450.130625,35.32667695115313,1.498253405644066,95.89964159155058,2025-09-28 03:34:52.782208,WP PMA 80467,door close delay
1534,33.7,47.0,298.1,310.0,5446.44,36.52876351172468,0.8635648460473964,87.49703042419631,2025-09-28 03:37:23.782208,WP PMA 80467,door close delay
1563,35.6,190.0,302.5,311.0,5283.109225,38.74104099685708,1.2347836818112328,99.83039726960615,2025-09-28 03:46:36.782208,WP PMA 80271,door open delay
1413,43.5,83.0,302.2,311.5,5433.311521,46.06769449253791,1.9129662103062164,91.80974319114351,2025-09-28 03:56:49.782208,WP PMA 80271,door open delay
1476,37.3,20.0,302.3,311.4,5444.668944,4.173158317145018,0.10445609122814387,60.23782269630788,2025-09-28 03:57:19.782208,WP PMA 80271,No failure
1375,41.0,39.0,298.6,309.5,5299.548804,3.5442457699829206,0.14514295149193973,55.66824673765094,2025-09-28 04:04:09.782208,WP PMA 80466,No failure
1498,49.4,5.0,298.1,308.5,5461.21,1.1693186953685855,0.09233413301819737,63.96681794982813,2025-09-28 04:06:11.782208,WP PMA 80466,No failure
1301,66.3,42.0,298.5,308.2,5379.342336,1.6520731537262154,0.08721811668332818,64.89944132594323,2025-09-28 04:07:34.782208,WP PMA 80467,No failure
